info,RG_Goggles_kD08242S 46270
land,Cinder Glade,3,600,http://www.hareruyamtg.com/jp/g/gBFZ000235JN/,2016-05-16T21:57:00+09:00,nil,
land,Drownyard Temple,4,300,http://www.hareruyamtg.com/jp/g/gSOI000271JN/,2016-05-16T21:57:03+09:00,nil,
land,Forest,8,20,http://www.hareruyamtg.com/jp/g/gSOI000297JN/,2016-05-16T21:57:08+09:00,G,
land,Game Trail,4,400,http://www.hareruyamtg.com/jp/g/gSOI000276JN/,2016-05-16T21:57:14+09:00,,
land,Mountain,5,20,http://www.hareruyamtg.com/jp/g/gSOI000294JN/,2016-05-16T21:57:17+09:00,R,
info,24 Lands 4860
creature,Dragonlord Atarka,1,1700,http://www.hareruyamtg.com/jp/g/gDTK000005JN/,2016-05-16T21:57:19+09:00,nil,
creature,World Breaker,3,1300,http://www.hareruyamtg.com/jp/g/gOGW000126JN/,2016-05-16T21:57:20+09:00,nil,
info,4 Creatures 5600
spell,Fall of the Titans,3,200,http://www.hareruyamtg.com/jp/g/gOGW000109JN/,2016-05-16T21:57:23+09:00,nil,
spell,Fiery Impulse,4,60,http://www.hareruyamtg.com/jp/g/gORI000145JN/,2016-05-16T21:57:25+09:00,nil,
spell,Kozilek's Return,4,1700,http://www.hareruyamtg.com/jp/g/gOGW000098JN/,2016-05-16T21:57:27+09:00,nil,
spell,Magmatic Insight,3,180,http://www.hareruyamtg.com/jp/g/gORI000155JN/,2016-05-16T21:57:29+09:00,nil,
spell,Nissa's Pilgrimage,4,60,http://www.hareruyamtg.com/jp/g/gORI000190JN/,2016-05-16T21:57:31+09:00,nil,
spell,Tormenting Voice,4,20,http://www.hareruyamtg.com/jp/g/gSOI000186JN/,2016-05-16T21:57:33+09:00,nil,
spell,Traverse the Ulvenwald,3,550,http://www.hareruyamtg.com/jp/g/gSOI000234JN/,2016-05-16T21:57:39+09:00,nil,
spell,Hedron Archive,2,50,http://www.hareruyamtg.com/jp/g/gBFZ000223JN/,2016-05-16T21:57:45+09:00,nil,
spell,Pyromancer's Goggles,3,1100,http://www.hareruyamtg.com/jp/g/gORI000236JN/,2016-05-16T21:57:51+09:00,nil,
spell,ChandraPERIOD Flamecaller,2,3800,http://www.hareruyamtg.com/jp/g/gOGW000104JN/,2016-05-16T21:57:57+09:00,nil,
info,32 Spells 21150
info,60 MainboardCards 31610
sideboardCards,Den Protector,3,1000,http://www.hareruyamtg.com/jp/g/gDTK000032JN/,2016-05-16T21:57:59+09:00,nil,
sideboardCards,Dragonlord Atarka,1,1700,http://www.hareruyamtg.com/jp/g/gDTK000005JN/,2016-05-16T21:58:06+09:00,nil,
sideboardCards,Goblin Dark-Dwellers,2,600,http://www.hareruyamtg.com/jp/g/gOGW000110JN/,2016-05-16T21:58:10+09:00,nil,
sideboardCards,Tireless Tracker,3,1500,http://www.hareruyamtg.com/jp/g/gSOI000233JN/,2016-05-16T21:58:16+09:00,nil,
sideboardCards,Draconic Roar,2,80,http://www.hareruyamtg.com/jp/g/gDTK000084JN/,2016-05-16T21:58:20+09:00,nil,
sideboardCards,Rending Volley,3,100,http://www.hareruyamtg.com/jp/g/gDTK000115JN/,2016-05-16T21:58:22+09:00,nil,
sideboardCards,ChandraPERIOD Flamecaller,1,3800,http://www.hareruyamtg.com/jp/g/gOGW000104JN/,2016-05-16T21:58:28+09:00,nil,
info,15 SideboardCards 14660
info,http://www.hareruyamtg.com/jp/k/kD08242S/
