info,WR_Control_kD08244S 48270
land,Battlefield Forge,4,250,http://www.hareruyamtg.com/jp/g/gORI000244JN/,2016-05-16T22:00:19+09:00,C-R-W,
land,Caves of Koilos,2,300,http://www.hareruyamtg.com/jp/g/gORI000245JN/,2016-05-16T22:00:21+09:00,C-W-B,
land,Drownyard Temple,3,300,http://www.hareruyamtg.com/jp/g/gSOI000271JN/,2016-05-16T22:00:27+09:00,nil,
land,Mountain,8,20,http://www.hareruyamtg.com/jp/g/gSOI000294JN/,2016-05-16T22:00:28+09:00,R,
land,Needle Spires,4,180,http://www.hareruyamtg.com/jp/g/gOGW000175JN/,2016-05-16T22:00:30+09:00,R-W,
land,Plains,2,20,http://www.hareruyamtg.com/jp/g/gSOI000285JN/,2016-05-16T22:00:31+09:00,W,
land,Shivan Reef,1,500,http://www.hareruyamtg.com/jp/g/gORI000251JN/,2016-05-16T22:00:33+09:00,C-U-R,
land,Westvale Abbey,2,1500,http://www.hareruyamtg.com/jp/g/gSOI000281JN/,2016-05-16T22:00:35+09:00,nil,
info,26 Lands 6920
creature,Eldrazi Displacer,2,800,http://www.hareruyamtg.com/jp/g/gOGW000013JN/,2016-05-16T22:00:37+09:00,nil,
creature,Goblin Dark-Dwellers,2,600,http://www.hareruyamtg.com/jp/g/gOGW000110JN/,2016-05-16T22:00:39+09:00,nil,
creature,Matter Reshaper,2,700,http://www.hareruyamtg.com/jp/g/gOGW000006JN/,2016-05-16T22:00:45+09:00,nil,
creature,Thought-Knot Seer,4,1700,http://www.hareruyamtg.com/jp/g/gOGW000009JN/,2016-05-16T22:00:50+09:00,nil,
info,10 Creatures 11000
spell,Fall of the Titans,2,200,http://www.hareruyamtg.com/jp/g/gOGW000109JN/,2016-05-16T22:00:56+09:00,nil,
spell,Fiery Impulse,3,60,http://www.hareruyamtg.com/jp/g/gORI000145JN/,2016-05-16T22:01:03+09:00,nil,
spell,Fiery Temper,3,80,http://www.hareruyamtg.com/jp/g/gSOI000156JN/,2016-05-16T22:01:08+09:00,nil,
spell,Lightning Axe,3,120,http://www.hareruyamtg.com/jp/g/gSOI000170JN/,2016-05-16T22:01:14+09:00,nil,
spell,Magmatic Insight,2,180,http://www.hareruyamtg.com/jp/g/gORI000155JN/,2016-05-16T22:01:19+09:00,nil,
spell,Tormenting Voice,4,20,http://www.hareruyamtg.com/jp/g/gSOI000186JN/,2016-05-16T22:01:21+09:00,nil,
spell,Pyromancer's Goggles,3,1100,http://www.hareruyamtg.com/jp/g/gORI000236JN/,2016-05-16T22:01:27+09:00,nil,
spell,ChandraPERIOD Flamecaller,3,3800,http://www.hareruyamtg.com/jp/g/gOGW000104JN/,2016-05-16T22:01:30+09:00,nil,
spell,NahiriPERIOD the Harbinger,1,4000,http://www.hareruyamtg.com/jp/g/gSOI000246JN/,2016-05-16T22:01:32+09:00,nil,
info,24 Spells 20320
info,60 MainboardCards 38240
sideboardCards,Eldrazi Obligator,2,100,http://www.hareruyamtg.com/jp/g/gOGW000096JN/,2016-05-16T22:01:34+09:00,nil,
sideboardCards,LinvalaPERIOD the Preserver,2,550,http://www.hareruyamtg.com/jp/g/gOGW000025JN/,2016-05-16T22:01:36+09:00,nil,
sideboardCards,Dual Shot,1,30,http://www.hareruyamtg.com/jp/g/gSOI000153JN/,2016-05-16T22:01:38+09:00,nil,
sideboardCards,Hallowed Moonlight,2,450,http://www.hareruyamtg.com/jp/g/gORI000017JN/,2016-05-16T22:01:40+09:00,nil,
sideboardCards,Rending Volley,2,100,http://www.hareruyamtg.com/jp/g/gDTK000115JN/,2016-05-16T22:01:42+09:00,nil,
sideboardCards,Secure the Wastes,3,1100,http://www.hareruyamtg.com/jp/g/gDTK000058JN/,2016-05-16T22:01:48+09:00,nil,
sideboardCards,Avacyn's Judgment,1,180,http://www.hareruyamtg.com/jp/g/gSOI000145JN/,2016-05-16T22:01:50+09:00,nil,
sideboardCards,Planar Outburst,1,120,http://www.hareruyamtg.com/jp/g/gBFZ000042JN/,2016-05-16T22:01:52+09:00,nil,
sideboardCards,NahiriPERIOD the Harbinger,1,4000,http://www.hareruyamtg.com/jp/g/gSOI000246JN/,2016-05-16T22:01:54+09:00,nil,
info,15 SideboardCards 10030
info,http://www.hareruyamtg.com/jp/k/kD08244S/
