info,RGRampkD09290S 54520
land,《燃えがらの林間地/Cinder Glade》,4,600,http://www.hareruyamtg.com/jp/g/gBFZ000235JN/,2016-05-15T23:20:46+09:00,,
land,《森/Forest》,10,20,http://www.hareruyamtg.com/jp/g/gSOI000297JN/,2016-05-15T23:20:47+09:00,,
land,《山/Mountain》,2,20,http://www.hareruyamtg.com/jp/g/gSOI000294JN/,2016-05-15T23:20:47+09:00,,
land,《ウギンの聖域/Sanctum of Ugin》,4,150,http://www.hareruyamtg.com/jp/g/gBFZ000242JN/,2016-05-15T23:20:49+09:00,,
land,《見捨てられた神々の神殿/Shrine of the Forsaken Gods》,4,180,http://www.hareruyamtg.com/jp/g/gBFZ000245JN/,2016-05-15T23:20:51+09:00,,
land,《荒地/Wastes》,1,30,http://www.hareruyamtg.com/jp/g/gOGW000185JN/,2016-05-15T23:20:52+09:00,,
info,25 Lands 3990
creature,《破滅の伝導者/Conduit of Ruin》,1,60,http://www.hareruyamtg.com/jp/g/gBFZ000004JN/,2016-05-15T23:20:54+09:00,,
creature,《龍王アタルカ/Dragonlord Atarka》,4,1600,http://www.hareruyamtg.com/jp/g/gDTK000005JN/,2016-05-15T23:20:56+09:00,,
creature,《森の代言者/Sylvan Advocate》,4,1300,http://www.hareruyamtg.com/jp/g/gOGW000144JN/,2016-05-15T23:20:57+09:00,,
creature,《不屈の追跡者/Tireless Tracker》,2,1500,http://www.hareruyamtg.com/jp/g/gSOI000233JN/,2016-05-15T23:20:59+09:00,,
creature,《絶え間ない飢餓、ウラモグ/UlamogPERIOD the Ceaseless Hunger》,2,2100,http://www.hareruyamtg.com/jp/g/gBFZ000015JN/,2016-05-15T23:21:01+09:00,,
creature,《世界を壊すもの/World Breaker》,1,1300,http://www.hareruyamtg.com/jp/g/gOGW000126JN/,2016-05-15T23:21:03+09:00,,
info,14 Creatures 20160
spell,《コジレックの帰還/Kozilek's Return》,3,1700,http://www.hareruyamtg.com/jp/g/gOGW000098JN/,2016-05-15T23:21:05+09:00,,
spell,《爆発的植生/Explosive Vegetation》,4,180,http://www.hareruyamtg.com/jp/g/gDTK000094JN/,2016-05-15T23:21:06+09:00,,
spell,《ニッサの巡礼/Nissa's Pilgrimage》,4,60,http://www.hareruyamtg.com/jp/g/gORI000190JN/,2016-05-15T23:21:08+09:00,,
spell,《ニッサの誓い/Oath of Nissa》,4,650,http://www.hareruyamtg.com/jp/g/gOGW000140JN/,2016-05-15T23:21:20+09:00,,
spell,《面晶体の記録庫/Hedron Archive》,3,50,http://www.hareruyamtg.com/jp/g/gBFZ000223JN/,2016-05-15T23:21:46+09:00,,
spell,《炎呼び、チャンドラ/ChandraPERIOD Flamecaller》,3,3800,http://www.hareruyamtg.com/jp/g/gOGW000104JN/,2016-05-15T23:21:47+09:00,,
info,21 Spells 20210
info,60 MainboardCards 44360
sideboardCards,《破滅の伝導者/Conduit of Ruin》,1,60,http://www.hareruyamtg.com/jp/g/gBFZ000004JN/,2016-05-15T23:21:48+09:00,,
sideboardCards,《ジャディの横枝/Jaddi Offshoot》,4,30,http://www.hareruyamtg.com/jp/g/gBFZ000176JN/,2016-05-15T23:22:01+09:00,,
sideboardCards,《大いなる歪み、コジレック/KozilekPERIOD the Great Distortion》,1,750,http://www.hareruyamtg.com/jp/g/gOGW000004JN/,2016-05-15T23:22:02+09:00,,
sideboardCards,《不屈の追跡者/Tireless Tracker》,2,1500,http://www.hareruyamtg.com/jp/g/gSOI000233JN/,2016-05-15T23:22:05+09:00,,
sideboardCards,《虚空の選別者/Void Winnower》,1,180,http://www.hareruyamtg.com/jp/g/gBFZ000017JN/,2016-05-15T23:22:18+09:00,,
sideboardCards,《コジレックの帰還/Kozilek's Return》,1,1700,http://www.hareruyamtg.com/jp/g/gOGW000098JN/,2016-05-15T23:22:19+09:00,,
sideboardCards,《歪める嘆き/Warping Wail》,3,150,http://www.hareruyamtg.com/jp/g/gOGW000012JN/,2016-05-15T23:22:21+09:00,,
sideboardCards,《焙り焼き/Roast》,1,100,http://www.hareruyamtg.com/jp/g/gDTK000116JN/,2016-05-15T23:22:33+09:00,,
sideboardCards,《炎呼び、チャンドラ/ChandraPERIOD Flamecaller》,1,3800,http://www.hareruyamtg.com/jp/g/gOGW000104JN/,2016-05-15T23:22:34+09:00,,
info,15 SideboardCards 10160
info,http://www.hareruyamtg.com/jp/k/kD09290S/
