info,BG_Con_kD08241S 36850
land,Evolving Wilds,3,20,http://www.hareruyamtg.com/jp/g/gBFZ000236JN/,2016-05-16T21:55:27+09:00,nil,
land,Forest,5,20,http://www.hareruyamtg.com/jp/g/gSOI000297JN/,2016-05-16T21:55:28+09:00,G,
land,Hissing Quagmire,4,750,http://www.hareruyamtg.com/jp/g/gOGW000171JN/,2016-05-16T21:55:30+09:00,B-G,
land,Llanowar Wastes,2,500,http://www.hareruyamtg.com/jp/g/gORI000248JN/,2016-05-16T21:55:32+09:00,C-B-G,
land,Swamp,12,20,http://www.hareruyamtg.com/jp/g/gSOI000291JN/,2016-05-16T21:55:32+09:00,B,
info,26 Lands 4400
creature,KalitasPERIOD Traitor of Ghet,2,4500,http://www.hareruyamtg.com/jp/g/gOGW000086JN/,2016-05-16T21:55:34+09:00,nil,
creature,NissaPERIOD Vastwood Seer,2,2100,http://www.hareruyamtg.com/jp/g/gORI000189JN/,2016-05-16T21:55:36+09:00,nil,
info,4 Creatures 13200
spell,Grasp of Darkness,4,150,http://www.hareruyamtg.com/jp/g/gOGW000085JN/,2016-05-16T21:55:40+09:00,nil,
spell,Ultimate Price,2,80,http://www.hareruyamtg.com/jp/g/gDTK000144JN/,2016-05-16T21:55:46+09:00,nil,
spell,Dark Petition,4,800,http://www.hareruyamtg.com/jp/g/gORI000090JN/,2016-05-16T21:55:51+09:00,nil,
spell,Duress,2,50,http://www.hareruyamtg.com/jp/g/gDTK000173JN/,2016-05-16T21:55:56+09:00,nil,
spell,Infinite Obliteration,1,500,http://www.hareruyamtg.com/jp/g/gORI000103JN/,2016-05-16T21:56:02+09:00,nil,
spell,Languish,4,1300,http://www.hareruyamtg.com/jp/g/gORI000105JN/,2016-05-16T21:56:08+09:00,nil,
spell,Nissa's Renewal,1,180,http://www.hareruyamtg.com/jp/g/gBFZ000180JN/,2016-05-16T21:56:12+09:00,nil,
spell,Read the Bones,4,50,http://www.hareruyamtg.com/jp/g/gORI000114JN/,2016-05-16T21:56:14+09:00,nil,
spell,Ruinous Path,3,450,http://www.hareruyamtg.com/jp/g/gBFZ000123JN/,2016-05-16T21:56:16+09:00,nil,
spell,Seasons Past,2,800,http://www.hareruyamtg.com/jp/g/gSOI000226JN/,2016-05-16T21:56:18+09:00,nil,
spell,Transgress the Mind,2,300,http://www.hareruyamtg.com/jp/g/gBFZ000101JN/,2016-05-16T21:56:24+09:00,nil,
spell,Dead Weight,1,30,http://www.hareruyamtg.com/jp/g/gSOI000106JN/,2016-05-16T21:56:26+09:00,nil,
info,30 Spells 13720
info,60 MainboardCards 31320
sideboardCards,KalitasPERIOD Traitor of Ghet,1,4500,http://www.hareruyamtg.com/jp/g/gOGW000086JN/,2016-05-16T21:56:28+09:00,nil,
sideboardCards,Clip Wings,1,50,http://www.hareruyamtg.com/jp/g/gSOI000197JN/,2016-05-16T21:56:30+09:00,nil,
sideboardCards,Naturalize,3,10,http://www.hareruyamtg.com/jp/g/gDTK000205JN/,2016-05-16T21:56:32+09:00,nil,
sideboardCards,Ultimate Price,1,80,http://www.hareruyamtg.com/jp/g/gDTK000144JN/,2016-05-16T21:56:38+09:00,nil,
sideboardCards,Duress,2,50,http://www.hareruyamtg.com/jp/g/gDTK000173JN/,2016-05-16T21:56:43+09:00,nil,
sideboardCards,Infinite Obliteration,1,500,http://www.hareruyamtg.com/jp/g/gORI000103JN/,2016-05-16T21:56:47+09:00,nil,
sideboardCards,Dead Weight,3,30,http://www.hareruyamtg.com/jp/g/gSOI000106JN/,2016-05-16T21:56:49+09:00,nil,
sideboardCards,Virulent Plague,2,60,http://www.hareruyamtg.com/jp/g/gDTK000145JN/,2016-05-16T21:56:52+09:00,nil,
sideboardCards,Orbs of Warding,1,60,http://www.hareruyamtg.com/jp/g/gORI000234JN/,2016-05-16T21:56:58+09:00,nil,
info,15 SideboardCards 5530
info,http://www.hareruyamtg.com/jp/k/kD08241S/
