info,WUG_Aggro_kD03069W 90750
land,Canopy Vista,4,,G-W,600,http://www.hareruyamtg.com/jp/g/gBFZ000234JN/,2016-05-18T12:15:10+09:00,
land,Evolving Wilds,4,,A,20,http://www.hareruyamtg.com/jp/g/gBFZ000236JN/,2016-05-18T12:15:36+09:00,
land,Forest,4,,G,20,http://www.hareruyamtg.com/jp/g/gSOI000297JN/,2016-05-18T12:15:37+09:00,
land,Island,2,,U,20,http://www.hareruyamtg.com/jp/g/gSOI000288JN/,2016-05-18T12:15:38+09:00,
land,Lumbering Falls,2,,G-U,350,http://www.hareruyamtg.com/jp/g/gBFZ000239JN/,2016-05-18T12:15:42+09:00,
land,Plains,2,,W,20,http://www.hareruyamtg.com/jp/g/gSOI000285JN/,2016-05-18T12:15:43+09:00,
land,Prairie Stream,2,,W-U,700,http://www.hareruyamtg.com/jp/g/gBFZ000241JN/,2016-05-18T12:15:56+09:00,
land,Wastes,1,,C,30,http://www.hareruyamtg.com/jp/g/gOGW000185JN/,2016-05-18T12:15:57+09:00,
land,Yavimaya Coast,4,,C-G-U,300,http://www.hareruyamtg.com/jp/g/gORI000252JN/,2016-05-18T12:16:12+09:00,
info,25 Lands 5970
creature,Archangel Avacyn,1,3WW,nil,6000,http://www.hareruyamtg.com/jp/g/gSOI000005JN/,2016-05-18T12:16:24+09:00,
creature,Bounding Krasis,3,1GU,nil,120,http://www.hareruyamtg.com/jp/g/gORI000212JN/,2016-05-18T12:16:37+09:00,
creature,Duskwatch Recruiter,4,1G,nil,250,http://www.hareruyamtg.com/jp/g/gSOI000203JN/,2016-05-18T12:16:39+09:00,
creature,Eldrazi Skyspawner,2,2U,nil,50,http://www.hareruyamtg.com/jp/g/gBFZ000058JN/,2016-05-18T12:16:40+09:00,
creature,JacePERIOD Vryn's Prodigy,4,1U,nil,9200,http://www.hareruyamtg.com/jp/g/gORI000060JN/,2016-05-18T12:16:41+09:00,
creature,NissaPERIOD Vastwood Seer,2,2G,nil,2100,http://www.hareruyamtg.com/jp/g/gORI000189JN/,2016-05-18T12:16:43+09:00,
creature,Reflector Mage,4,1WU,nil,180,http://www.hareruyamtg.com/jp/g/gOGW000157JN/,2016-05-18T12:16:57+09:00,
creature,Sylvan Advocate,4,1G,nil,1300,http://www.hareruyamtg.com/jp/g/gOGW000144JN/,2016-05-18T12:17:23+09:00,
creature,Tireless Tracker,3,2G,nil,1500,http://www.hareruyamtg.com/jp/g/gSOI000233JN/,2016-05-18T12:17:52+09:00,
info,27 Creatures 58880
spell,Collected Company,4,3G,nil,2800,http://www.hareruyamtg.com/jp/g/gDTK000026JN/,2016-05-18T12:17:54+09:00,
spell,Dromoka's Command,4,GW,nil,850,http://www.hareruyamtg.com/jp/g/gDTK000035JN/,2016-05-18T12:17:57+09:00,
info,8 Spells 14600
info,60 MainboardCards 79450 W12U14B4R4G18C5A4
sideboardCards,Deathmist Raptor,2,1GG,nil,1000,http://www.hareruyamtg.com/jp/g/gDTK000002JN/,2016-05-18T12:18:43+09:00,
sideboardCards,Den Protector,3,1G,nil,1000,http://www.hareruyamtg.com/jp/g/gDTK000032JN/,2016-05-18T12:18:45+09:00,
sideboardCards,Dispel,1,U,nil,40,http://www.hareruyamtg.com/jp/g/gBFZ000076JN/,2016-05-18T12:18:47+09:00,
sideboardCards,Invasive Surgery,2,U,nil,100,http://www.hareruyamtg.com/jp/g/gSOI000068JN/,2016-05-18T12:19:02+09:00,
sideboardCards,Negate,3,1U,nil,20,http://www.hareruyamtg.com/jp/g/gOGW000059JN/,2016-05-18T12:19:03+09:00,
sideboardCards,Declaration in Stone,3,1W,nil,1900,http://www.hareruyamtg.com/jp/g/gSOI000012JN/,2016-05-18T12:19:05+09:00,
sideboardCards,Tragic Arrogance,1,3WW,nil,300,http://www.hareruyamtg.com/jp/g/gORI000038JN/,2016-05-18T12:19:30+09:00,
info,15 SideboardCards 11300 W0U0B0R0G0C0A0
info,http://www.hareruyamtg.com/jp/k/kD03069W/
