info,WB_Control_kD03035W 50960 W15U0B17R3G0C12A0
land,Battlefield Forge,3,,C-R-W,250,2016-05-28T01:18:37+09:00,http://www.hareruyamtg.com/jp/g/gORI000244JN/,
land,Caves of Koilos,4,,C-W-B,300,2016-05-28T01:18:38+09:00,http://www.hareruyamtg.com/jp/g/gORI000245JN/,
land,Crumbling Vestige,2,,C,20,2016-05-28T01:18:40+09:00,http://www.hareruyamtg.com/jp/g/gOGW000170JN/,
land,Forsaken Sanctuary,3,,W-B,80,2016-05-28T01:19:07+09:00,http://www.hareruyamtg.com/jp/g/gSOI000273JN/,
land,Plains,1,,W,20,2016-05-28T01:19:08+09:00,http://www.hareruyamtg.com/jp/g/gSOI000285JN/,
land,Shambling Vent,4,,W-B,700,2016-05-28T01:19:10+09:00,http://www.hareruyamtg.com/jp/g/gBFZ000244JN/,
land,Swamp,6,,B,20,2016-05-28T01:19:11+09:00,http://www.hareruyamtg.com/jp/g/gSOI000291JN/,
land,Westvale Abbey,3,,C,1600,2016-05-28T01:19:13+09:00,http://www.hareruyamtg.com/jp/g/gSOI000281JN/,
info,26 Lands 9970
creature,KalitasPERIOD Traitor of Ghet,2,2BB,nil,3800,2016-05-28T01:19:16+09:00,http://www.hareruyamtg.com/jp/g/gOGW000086JN/,
info,2 Creatures 7600
spell,Anguished Unmaking,3,1WB,nil,500,2016-05-28T01:19:27+09:00,http://www.hareruyamtg.com/jp/g/gSOI000242JN/,
spell,Grasp of Darkness,4,BB,nil,150,2016-05-28T01:19:29+09:00,http://www.hareruyamtg.com/jp/g/gOGW000085JN/,
spell,Hallowed Moonlight,3,1W,nil,350,2016-05-28T01:19:31+09:00,http://www.hareruyamtg.com/jp/g/gORI000017JN/,
spell,Secure the Wastes,3,‚wW,nil,950,2016-05-28T01:19:33+09:00,http://www.hareruyamtg.com/jp/g/gDTK000058JN/,
spell,Ultimate Price,4,1B,nil,80,2016-05-28T01:19:35+09:00,http://www.hareruyamtg.com/jp/g/gDTK000144JN/,
spell,Languish,4,2BB,nil,1100,2016-05-28T01:19:37+09:00,http://www.hareruyamtg.com/jp/g/gORI000105JN/,
spell,Read the Bones,4,2B,nil,50,2016-05-28T01:19:39+09:00,http://www.hareruyamtg.com/jp/g/gORI000114JN/,
spell,Ruinous Path,1,1BB,nil,400,2016-05-28T01:19:40+09:00,http://www.hareruyamtg.com/jp/g/gBFZ000123JN/,
spell,GideonPERIOD Ally of Zendikar,3,2WW,nil,3300,2016-05-28T01:19:42+09:00,http://www.hareruyamtg.com/jp/g/gBFZ000029JN/,
spell,Ob Nixilis Reignited,2,3BB,nil,850,2016-05-28T01:19:43+09:00,http://www.hareruyamtg.com/jp/g/gBFZ000119JN/,
spell,SorinPERIOD Grim Nemesis,1,4WB,nil,1600,2016-05-28T01:19:45+09:00,http://www.hareruyamtg.com/jp/g/gSOI000250JN/,
info,32 Spells 24520
info,60 MainboardCards 42090 101 W16U0B38R0G0C0
sideboardCards,Eldrazi Displacer,2,2W,nil,900,2016-05-28T01:19:47+09:00,http://www.hareruyamtg.com/jp/g/gOGW000013JN/,
sideboardCards,Thought-Knot Seer,4,3C,nil,1400,2016-05-28T01:19:48+09:00,http://www.hareruyamtg.com/jp/g/gOGW000009JN/,
sideboardCards,Duress,1,B,nil,50,2016-05-28T01:19:49+09:00,http://www.hareruyamtg.com/jp/g/gDTK000173JN/,
sideboardCards,Flaying Tendrils,2,1BB,nil,50,2016-05-28T01:19:50+09:00,http://www.hareruyamtg.com/jp/g/gOGW000070JN/,
sideboardCards,Transgress the Mind,4,1B,nil,300,2016-05-28T01:19:52+09:00,http://www.hareruyamtg.com/jp/g/gBFZ000101JN/,
sideboardCards,Virulent Plague,2,2B,nil,60,2016-05-28T01:19:54+09:00,http://www.hareruyamtg.com/jp/g/gDTK000145JN/,
info,15 SideboardCards 8870 43 W2U0B11R0G0C4
info,http://www.hareruyamtg.com//jp/k/kD03035W/
